approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches,generations
PyGenProg,middle,1,10,sequential,B,0,0,1,1,2,2,4.1029767990112305,314.38618183135986,275.0258595943451,0.09090909090909091,0.0,0.0,0.0,0.5,48,10
PyGenProg,middle,1,10,sequential,B,0,0,1,10,11,11,0.7667431831359863,220.3023636341095,61.022937297821045,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,4
PyGenProg,middle,1,10,sequential,F,5,5,1,10,10,11,0.843756914138794,240.5746042728424,69.76442527770996,1.0,1.0,1.0,1.0,1.0,1,6
PyGenProg,middle,1,10,sequential,F,10,10,1,10,20,11,0.9525637626647949,260.8502540588379,54.76176381111145,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,8
PyGenProg,middle,1,10,sequential,F,30,30,1,10,60,11,0.8338115215301514,234.43738055229187,50.82020425796509,1.0,1.0,1.0,1.0,1.0,1,6
PyGenProg,middle,1,10,sequential,F,50,50,1,10,100,11,0.8683369159698486,312.83205819129944,224.56430315971375,0.09090909090909091,0.0,0.0,0.0,0.5,23,10
PyGenProg,middle,1,10,sequential,V,5,5,1,10,11,10,1.0134551525115967,360.8924856185913,91.40867018699646,0.9727272727272728,0.7692307692307693,1.0,0.8695652173913044,0.85,30,10
PyGenProg,middle,1,10,sequential,V,10,10,1,10,11,20,0.7865455150604248,453.36536693573,87.13612771034241,0.9727272727272728,0.7692307692307693,1.0,0.8695652173913044,0.85,28,10
PyGenProg,middle,1,10,sequential,V,30,30,1,10,11,60,0.8303000926971436,521.9792230129242,62.425546169281006,0.9727272727272728,0.7692307692307693,1.0,0.8695652173913044,0.85,12,10
PyGenProg,middle,1,10,sequential,V,50,50,1,10,11,100,0.8134970664978027,744.4595928192139,103.94435095787048,1.0,1.0,1.0,1.0,1.0,19,10
PyGenProg,middle,1,10,sequential,C,5,5,0,0,10,10,0.834388256072998,259.77482867240906,236.03454566001892,0.09090909090909091,0.0,0.0,0.0,0.5,29,10
PyGenProg,middle,1,10,sequential,C,10,10,0,0,20,20,3.388833999633789,346.3291435241699,55.476765632629395,0.9581818181818181,0.684931506849315,1.0,0.8130081300813007,0.77,41,10
PyGenProg,middle,1,10,sequential,C,30,30,0,0,60,60,1.3916292190551758,507.2260904312134,237.9015576839447,0.09090909090909091,0.0,0.0,0.0,0.5,33,10
PyGenProg,middle,1,10,sequential,C,50,50,0,0,100,100,0.7663426399230957,620.125803232193,230.20413374900818,0.09090909090909091,0.0,0.0,0.0,0.5,12,10
PyGenProg,middle,2,10,sequential,B,0,0,1,1,2,2,1.2801430225372314,213.68958830833435,57.63443183898926,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,1
PyGenProg,middle,2,10,sequential,B,0,0,1,10,11,11,1.1772279739379883,205.95204401016235,63.12705206871033,1.0,1.0,1.0,1.0,1.0,2,1
PyGenProg,middle,2,10,sequential,F,5,5,1,10,10,11,1.3518977165222168,186.66075372695923,50.1554057598114,1.0,1.0,1.0,1.0,1.0,1,2
PyGenProg,middle,2,10,sequential,F,10,10,1,10,20,11,0.7900152206420898,175.1600091457367,48.906535625457764,1.0,1.0,1.0,1.0,1.0,1,1
PyGenProg,middle,2,10,sequential,F,30,30,1,10,60,11,1.41841721534729,222.01883602142334,42.35818958282471,1.0,1.0,1.0,1.0,1.0,1,2
PyGenProg,middle,2,10,sequential,F,50,50,1,10,100,11,1.6990923881530762,172.00293254852295,45.147395849227905,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,4
PyGenProg,middle,2,10,sequential,V,5,5,1,10,11,10,1.2379004955291748,174.47289991378784,42.80826687812805,1.0,1.0,1.0,1.0,1.0,2,1
PyGenProg,middle,2,10,sequential,V,10,10,1,10,11,20,0.8934588432312012,159.68892550468445,40.06518912315369,1.0,1.0,1.0,1.0,1.0,2,1
PyGenProg,middle,2,10,sequential,V,30,30,1,10,11,60,0.8890800476074219,159.05913162231445,46.23446202278137,1.0,1.0,1.0,1.0,1.0,2,1
PyGenProg,middle,2,10,sequential,V,50,50,1,10,11,100,0.8205740451812744,144.14926719665527,58.86046051979065,1.0,1.0,1.0,1.0,1.0,2,1
PyGenProg,middle,2,10,sequential,C,5,5,0,0,10,10,0.8494224548339844,149.56527829170227,38.119359254837036,1.0,1.0,1.0,1.0,1.0,1,3
PyGenProg,middle,2,10,sequential,C,10,10,0,0,20,20,1.1211388111114502,171.00705552101135,43.17882013320923,1.0,1.0,1.0,1.0,1.0,1,1
PyGenProg,middle,2,10,sequential,C,30,30,0,0,60,60,0.8565628528594971,171.65449285507202,49.159038066864014,1.0,1.0,1.0,1.0,1.0,1,3
PyGenProg,middle,2,10,sequential,C,50,50,0,0,100,100,0.8373575210571289,340.34839153289795,55.132612466812134,0.9581818181818181,0.684931506849315,1.0,0.8130081300813007,0.77,5,10
PyGenProg,calculator,1,10,sequential,B,0,0,1,1,2,2,1.568190097808838,259.04773116111755,342.09335374832153,0.09090909090909091,0.0,0.0,0.0,0.5,31,10
PyGenProg,calculator,1,10,sequential,B,0,0,1,10,11,11,1.1476125717163086,413.55447244644165,802.7683651447296,0.09090909090909091,0.0,0.0,0.0,0.5,21,10
PyGenProg,calculator,1,10,sequential,F,5,5,1,10,10,11,0.9825491905212402,670.0809192657471,372.8840796947479,0.09090909090909091,0.0,0.0,0.0,0.5,25,10
PyGenProg,calculator,1,10,sequential,F,10,10,1,10,20,11,1.1226422786712646,548.8071150779724,368.2343599796295,0.09090909090909091,0.0,0.0,0.0,0.5,35,10
GENPROG,CALCULATOR,1,10,FAULT_LOCALIZATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/calculator_1'),5233,,,,,,,,,,,
GENPROG,CALCULATOR,1,10,FAULT_LOCALIZATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/calculator_1'),5233,,,,,,,,,,,
GENPROG,CALCULATOR,1,10,VALIDATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/calculator_1'),5233,,,,,,,,,,,
GENPROG,CALCULATOR,1,10,VALIDATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/calculator_1'),5233,,,,,,,,,,,
GENPROG,CALCULATOR,1,10,VALIDATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/calculator_1'),5233,,,,,,,,,,,
GENPROG,CALCULATOR,1,10,VALIDATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/calculator_1'),5233,,,,,,,,,,,
GENPROG,CALCULATOR,1,10,COMPLETE,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/calculator_1'),5233,,,,,,,,,,,
GENPROG,CALCULATOR,1,10,COMPLETE,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/calculator_1'),5233,,,,,,,,,,,
GENPROG,CALCULATOR,1,10,COMPLETE,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/calculator_1'),5233,,,,,,,,,,,
GENPROG,CALCULATOR,1,10,COMPLETE,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/calculator_1'),5233,,,,,,,,,,,
GENPROG,EXPRESSION,1,10,BASELINE,1,1,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/expression_1'),5233,,,,,,,,,,,
GENPROG,EXPRESSION,1,10,BASELINE,1,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/expression_1'),5233,,,,,,,,,,,
GENPROG,EXPRESSION,1,10,FAULT_LOCALIZATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/expression_1'),5233,,,,,,,,,,,
GENPROG,EXPRESSION,1,10,FAULT_LOCALIZATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/expression_1'),5233,,,,,,,,,,,
GENPROG,EXPRESSION,1,10,FAULT_LOCALIZATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/expression_1'),5233,,,,,,,,,,,
GENPROG,EXPRESSION,1,10,FAULT_LOCALIZATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/expression_1'),5233,,,,,,,,,,,
GENPROG,EXPRESSION,1,10,VALIDATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/expression_1'),5233,,,,,,,,,,,
GENPROG,EXPRESSION,1,10,VALIDATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/expression_1'),5233,,,,,,,,,,,
GENPROG,EXPRESSION,1,10,VALIDATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/expression_1'),5233,,,,,,,,,,,
GENPROG,EXPRESSION,1,10,VALIDATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/expression_1'),5233,,,,,,,,,,,
